map,cmd,stars,MWSC,Type,RAJ2000,DEJ2000,r0,r1,r2,pmRA,pmDE,RV,d,E(B-V),logt,rc,rt,k,SType,[Fe/H],Simbad
 , , , , ,deg,deg,deg,deg,deg,mas/yr,mas/yr,km/s,pc,mag,[yr],pc,pc,pc-2, ,[Sun],
---,---,-----,----,-,-------,-------,-------,-------,-------,-------,-------,-------,--------,-------,-------,--------,--------,--------,---,--------,------
map,cmd,stars,0001, ,000.067,+60.933,  0.025,  0.087,  0.155,   0.56,   1.56,       ,    2700,  0.720,  8.470,    1.12,   13.66,    5.19,   ,        ,Simbad
map,cmd,stars,0002, ,000.082,+50.727,  0.015,  0.070,  0.156,  -3.20,  -3.47,       ,    1953,  0.146,  9.255,    0.61,    9.93,    2.67,   ,        ,Simbad
map,cmd,stars,0003, ,000.127,+59.242,  0.018,  0.055,  0.090,  -1.66,  -0.01,       ,    2926,  1.145,  7.800,    0.39,    7.65,    5.62,irc,        ,Simbad
map,cmd,stars,0004, ,000.397,+64.625,  0.010,  0.050,  0.080,  -3.59,  -1.15,       ,     774,  0.177,  8.680,    0.16,    2.14,  355.57,   ,        ,Simbad
map,cmd,stars,0005, ,000.559,+67.425,  0.035,  0.115,  0.220,  -3.20,  -1.11,  -12.5,    1000,  1.241,  6.100,    0.55,    6.51,  153.96,   ,        ,Simbad
map,cmd,stars,0006,a,000.735,+67.500,  0.120,  0.345,  0.760,  -0.93,  -2.58,    0.0,     850,  1.099,  6.100,    9.54,   13.56,   16.73,ass,        ,Simbad
map,cmd,stars,0007, ,000.885,-30.000,  0.500,  1.400,  2.350,  19.71,   2.28,    5.5,     250,  0.012,  7.750,    2.82,   10.93,   24.84,   ,  -0.188,Simbad
map,cmd,stars,0008, ,000.852,+63.580,  0.018,  0.055,  0.135,  -4.57,  -4.37,       ,    3599,  0.606,  8.805,    1.13,   14.92,    4.51,   ,   0.070,Simbad
map,cmd,stars,0009, ,000.996,+68.565,  0.010,  0.055,  0.090,  -3.52,  -1.55,       ,    1338,  0.833,  7.150,    0.73,    5.69,    1.69,irc,        ,Simbad
map,cmd,stars,0014, ,001.455,+81.840,  0.010,  0.045,  0.080,  -3.57,   7.83,       ,    3744,  0.104,  9.450,    0.49,   10.62,    5.03,   ,        ,Simbad
map,cmd,stars,0016,r,001.680,+65.629,  0.015,  0.045,  0.085,  -2.73,  -2.39,       ,    1700,  1.399,  7.400,    0.14,    4.52,   34.14,irc,        ,Simbad
map,cmd,stars,0017, ,001.902,+61.490,  0.012,  0.030,  0.070,  -3.83,   1.66,       ,    2609,  0.833,  7.760,    0.44,    4.46,    8.81,   ,        ,Simbad
map,cmd,stars,0018, ,002.112,+51.724,  0.012,  0.045,  0.065,  -4.20,  -1.78,       ,    1905,  0.312,  9.270,    0.26,    2.93,   27.20,   ,        ,Simbad
map,cmd,stars,0019, ,002.413,+62.704,  0.030,  0.043,  0.105,  -3.97,  -3.18,  -69.7,    1600,  0.489,  8.406,    0.38,    5.51,    6.09,   ,        ,Simbad
map,cmd,stars,0020, ,002.400,+60.467,  0.010,  0.040,  0.070,  -0.27,  -2.30,       ,   10300,  0.904,  8.600,    7.24,   24.99,    0.02,   ,        ,Simbad
map,cmd,stars,0021, ,002.514,+61.184,  0.027,  0.065,  0.115,  -0.14,  -2.99,       ,    3100,  0.820,  8.595,    1.54,   10.59,    1.40,   ,        ,Simbad
map,cmd,stars,0023, ,002.667,+58.748,  0.035,  0.152,  0.305,   6.34,  -2.51,  -11.5,     470,  0.381,  7.575,    1.25,    3.77,   51.36,   ,        ,Simbad
map,cmd,stars,0024, ,002.685,+59.735,  0.017,  0.045,  0.090,  -1.41,  -0.02,       ,    4638,  1.145,  8.900,    1.09,   14.20,    1.53,irc,        ,Simbad
map,cmd,stars,0025, ,003.736,+61.471,  0.020,  0.090,  0.140,  -0.31,  -2.33,       ,    5492,  0.937,  9.300,    3.14,   21.95,    0.79,irc,        ,Simbad
map,cmd,stars,0026, ,003.801,+68.318,  0.020,  0.075,  0.165,  -0.22,  -1.11,       ,    3233,  1.405,  6.550,    5.37,   13.70,    0.93,irc,        ,Simbad
map,cmd,stars,0027,r,003.862,+61.260,  0.015,  0.035,  0.070,  -2.41,  -3.25,       ,    8000,  1.549,  7.950,    5.99,   15.61,    0.10,irc,        ,Simbad
map,cmd,stars,0028, ,004.081,+59.962,  0.025,  0.060,  0.125,  -2.38,  -1.24,       ,    5326,  0.833,  9.300,    1.57,   17.91,    2.12,   ,        ,Simbad
map,cmd,stars,0029, ,004.425,+60.934,  0.015,  0.040,  0.090,  -0.50,  -3.78,       ,    3299,  0.958,  8.400,    0.75,   10.92,   11.19,   ,   0.070,Simbad
map,cmd,stars,0031, ,004.875,+55.645,  0.055,  0.100,  0.220,  -1.56,  -1.34,       ,    2301,  0.500,  8.870,    1.15,   13.58,    1.94,   ,        ,Simbad
map,cmd,stars,0032, ,005.103,+59.332,  0.015,  0.035,  0.060,  -2.35,  -1.46,       ,    1850,  0.550,  8.900,    0.42,    2.96,   20.79,irc,        ,Simbad
map,cmd,stars,0033, ,005.311,+54.827,  0.012,  0.050,  0.090,  -3.43,  -1.52,       ,    2038,  0.479,  8.800,    0.72,    6.69,    5.82,   ,        ,Simbad
map,cmd,stars,0034, ,005.514,+61.741,  0.015,  0.060,  0.115,  -3.87,  -3.27,  -20.9,    1430,  0.500,  7.740,    0.57,    6.89,    5.44,   ,        ,Simbad
map,cmd,stars,0035, ,005.515,+64.384,  0.025,  0.100,  0.220,  -2.68,  -4.31,       ,    1659,  0.625,  9.700,    1.33,   10.72,   19.77,   ,        ,Simbad
map,cmd,stars,0036, ,005.745,+51.883,  0.015,  0.060,  0.120,  -3.76,   2.02,       ,    1908,  0.458,  9.040,    0.24,    7.38,   20.70,   ,        ,Simbad
map,cmd,stars,0037, ,005.907,+62.710,  0.020,  0.035,  0.067,  -4.53,  -3.83, -100.7,    1600,  0.400,  8.800,    0.42,    2.62,   27.90,   ,        ,Simbad
map,cmd,stars,0038,g,006.004,-72.081,  0.200,  0.530,  0.950,   3.44,   0.00,  -18.0,    4501,  0.042, 10.100,    5.02,   61.60,   35.40,glo,  -0.645,Simbad
map,cmd,stars,0039, ,006.313,+62.602,  0.025,  0.060,  0.140,  -2.56,  -3.24,       ,    1100,  0.200,  8.337,    1.07,    5.24,   11.86,   ,        ,Simbad
map,cmd,stars,0040, ,006.270,+61.340,  0.025,  0.045,  0.090,  -2.49,  -3.62, -116.7,    2501,  0.450,  8.565,    1.20,    5.19,    0.74,   ,        ,Simbad
map,cmd,stars,0041, ,006.316,+60.382,  0.018,  0.040,  0.100,   1.07,  -2.68,       ,    5499,  0.899,  8.980,    1.75,   20.10,    1.89,   ,        ,Simbad
map,cmd,stars,0042, ,006.420,+63.750,  0.020,  0.095,  0.165,  -2.97,  -2.66,       ,    5087,  0.521,  9.300,    2.86,   22.66,    1.71,irc,        ,Simbad
map,cmd,stars,0044, ,006.675,+64.030,  0.018,  0.075,  0.170,  -0.29,  -2.48,       ,    1123,  0.770,  9.055,    1.84,    5.19,   19.39,irc,        ,Simbad
map,cmd,stars,0045, ,006.855,+71.422,  0.020,  0.065,  0.115,   2.75,   3.78,       ,    1600,  0.650,  8.970,    0.62,    5.86,    4.37,dub,        ,Simbad
map,cmd,stars,0046, ,006.978,+60.677,  0.020,  0.065,  0.120,  -0.30,  -1.36,  -47.0,    3100,  0.899,  8.700,    1.19,   13.63,    2.00,   ,        ,Simbad
map,cmd,stars,0048, ,007.234,+43.279,  0.010,  0.050,  0.110,   3.50,   1.31,       ,    2164,  0.385,  9.100,    0.50,    8.14,   11.92,   ,        ,Simbad
map,cmd,stars,0050,r,007.275,+62.409,  0.013,  0.045,  0.095,  -3.86,  -1.85,       ,    1800,  0.150,  8.550,    0.40,    6.32,    8.01,irc,        ,Simbad
map,cmd,stars,0051, ,007.357,+68.894,  0.035,  0.060,  0.140,   0.53,   1.02,       ,    4701,  0.799,  9.180,    2.75,   22.25,    0.92,   ,        ,Simbad
map,cmd,stars,0052, ,007.561,+57.931,  0.020,  0.070,  0.155,  -1.07,  -2.76,       ,    1700,  0.416,  8.825,    0.64,    7.36,    6.82,   ,        ,Simbad
map,cmd,stars,0053, ,007.542,+60.203,  0.020,  0.090,  0.155,  -2.20,  -1.16,  -38.0,    1685,  0.541,  7.975,    2.29,    7.26,    9.05,   ,        ,Simbad
map,cmd,stars,0054,a,007.770,+55.275,  0.030,  0.080,  0.240,  -1.57,  -2.27,  -37.0,    1550,  0.250,  7.729,    5.80,   10.54,    1.98,   ,        ,Simbad
map,cmd,stars,0055, ,007.819,+63.345,  0.015,  0.035,  0.080,  -1.92,  -1.17,       ,    1861,  0.625,  7.300,    0.29,    3.69,   20.05,   ,        ,Simbad
map,cmd,stars,0056, ,007.900,+61.510,  0.015,  0.055,  0.125,   0.31,  -1.16,       ,    3519,  0.833,  8.400,    0.95,   14.74,    4.08,   ,        ,Simbad
map,cmd,stars,0057, ,008.014,+63.181,  0.017,  0.090,  0.140,  -3.75,  -1.55,       ,    2600,  0.600,  7.700,    1.19,   10.97,    8.23,   ,        ,Simbad
map,cmd,stars,0058, ,008.199,+61.890,  0.025,  0.050,  0.095,  -3.27,  -0.31,       ,    5500,  0.700,  8.400,    1.90,   16.81,    0.82,   ,   0.070,Simbad
map,cmd,stars,0059, ,008.226,+63.305,  0.025,  0.060,  0.160,  -4.17,  -2.23,       ,    2800,  0.600,  7.701,    2.17,   12.71,    4.72,   ,        ,Simbad
map,cmd,stars,0062, ,009.870,+61.115,  0.017,  0.045,  0.120,  -0.31,  -2.71,       ,    1300,  0.700,  8.709,    0.87,    3.85,   12.29,   ,        ,Simbad
map,cmd,stars,0063, ,009.940,+61.965,  0.020,  0.060,  0.145,  -1.66,   1.30,       ,    2400,  0.550,  7.985,    1.26,    9.20,    9.27,   ,        ,Simbad
map,cmd,stars,0065, ,010.192,+60.855,  0.020,  0.080,  0.130,  -0.72,  -0.99,       ,    4000,  0.500,  9.135,    2.56,   19.56,    0.79,ast,        ,Simbad
map,cmd,stars,0066, ,010.473,+64.956,  0.012,  0.035,  0.055,   2.23,  -0.07,       ,    5053,  1.499,  6.670,    1.23,    7.52,    4.93,irc,        ,Simbad
map,cmd,stars,0067, ,010.653,+64.060,  0.020,  0.060,  0.140,  -0.86,   1.33,       ,    2186,  0.937,  7.900,    0.67,    9.06,   12.64,   ,        ,Simbad
map,cmd,stars,0068, ,010.800,+61.782,  0.020,  0.070,  0.180,  -3.09,  -0.75,  -28.0,     850,  0.600,  8.191,    0.26,    3.58,   14.00,   ,        ,Simbad
map,cmd,stars,0069, ,010.924,+60.152,  0.020,  0.045,  0.110,  -0.71,  -1.00,       ,    4500,  0.500,  9.123,    1.25,   18.31,    2.13,   ,        ,Simbad
map,cmd,stars,0070, ,010.965,+64.180,  0.020,  0.065,  0.130,  -0.66,   1.58,       ,    2325,  0.833,  7.800,    0.80,   10.53,   11.82,   ,        ,Simbad
map,cmd,stars,0071, ,011.010,+52.360,  0.020,  0.075,  0.150,  -5.26,   0.37,       ,    2203,  0.885,  9.000,    2.17,    7.78,    1.29,   ,        ,Simbad
map,cmd,stars,0073, ,011.268,+64.382,  0.030,  0.090,  0.170,  -0.23,   1.01,       ,    3300,  0.700,  7.300,    1.76,   17.16,    3.97,   ,        ,Simbad
map,cmd,stars,0074, ,011.850,+85.255,  0.035,  0.295,  0.570,   0.15,  -1.43,  -45.0,    2000,  0.085,  9.650,    2.36,   22.86,   15.59,   ,  -0.010,Simbad
map,cmd,stars,0075, ,012.079,+67.193,  0.025,  0.060,  0.100,  -1.95,   0.98,       ,    2153,  1.041,  8.985,    1.40,    4.24,    2.84,   ,        ,Simbad
map,cmd,stars,0076, ,012.510,+64.091,  0.020,  0.055,  0.110,  -1.49,   2.45,       ,    2400,  0.350,  8.962,    0.43,    8.74,    6.71,dub,        ,Simbad
map,cmd,stars,0077, ,012.682,+54.765,  0.012,  0.051,  0.085,  -4.27,  -2.34,       ,    2362,  0.416,  9.275,    1.12,    7.25,    6.72,   ,        ,Simbad
map,cmd,stars,0078, ,012.637,+65.965,  0.018,  0.085,  0.170,  -1.80,  -0.45,       ,     810,  2.040,  8.830,    1.54,    4.83,   15.03,irc,        ,Simbad
map,cmd,stars,0079, ,012.732,+58.201,  0.020,  0.050,  0.100,  -1.71,  -0.08, -144.2,    5499,  0.300,  9.670,    4.27,   12.16,    0.92,   ,  -0.420,Simbad
map,cmd,stars,0080,m,012.810,+44.285,  0.020,  0.100,  0.200,  -8.85,  -6.05,       ,    2154,  0.104,  9.415,    1.46,   11.10,    1.45,   ,        ,Simbad
map,cmd,stars,0081,a,012.465,+64.140,  0.040,  0.160,  0.270,  -0.35,   0.94,  -50.0,    2600,  2.101,  7.700,   12.26,   20.29,    1.67,ass,        ,Simbad
map,cmd,stars,0083, ,013.122,+64.667,  0.020,  0.060,  0.140,   0.03,   2.47,       ,    1517,  0.697,  7.350,    0.55,    6.33,   14.93,irc,        ,Simbad
map,cmd,stars,0084,g,013.192,-26.585,  0.050,  0.160,  0.310,   8.59,  -8.74,  -45.4,    8912,  0.031, 10.100,    2.97,   56.36,    0.91,glo,  -1.150,Simbad
map,cmd,stars,0085,n,013.200,+56.630,  0.015,  0.105,  0.230,  -1.80,  -1.82,  -32.5,    2400,  0.400,  6.895,    1.11,   14.60,   17.34,   ,        ,Simbad
map,cmd,stars,0086, ,013.245,+59.835,  0.015,  0.060,  0.125,  -1.36,  -0.18,       ,    2534,  0.562,  9.210,    1.70,   12.04,    3.44,irc,        ,Simbad
map,cmd,stars,0087, ,013.320,+61.600,  0.025,  0.085,  0.210,  -1.15,  -0.63,   -9.2,     550,  0.250,  8.650,    0.54,    2.91,   26.38,   ,        ,Simbad
map,cmd,stars,0088, ,013.327,+49.480,  0.050,  0.175,  0.425,   6.13,  -7.53,    6.0,     750,  0.100,  8.840,    4.59,    7.68,    5.47,   ,        ,Simbad
map,cmd,stars,0089, ,013.500,+65.797,  0.020,  0.055,  0.105,  -1.16,   1.93,       ,    2094,  0.916,  8.550,    1.99,    5.43,    7.53,irc,        ,Simbad
map,cmd,stars,0092, ,014.320,+62.125,  0.010,  0.060,  0.110,  -1.57,  -0.07,       ,    1841,  0.541,  9.190,    0.74,    7.04,   16.83,   ,        ,Simbad
map,cmd,stars,0093, ,014.407,+55.855,  0.030,  0.100,  0.190,  -1.82,  -3.15,  -43.0,     523,  0.021,  7.780,    0.21,    3.01,   16.26,   ,        ,Simbad
map,cmd,stars,0094, ,014.542,+68.465,  0.020,  0.180,  0.320,  -1.83,   0.79,       ,    2000,  0.650,  9.010,    2.99,   17.72,    9.41,   ,        ,Simbad
map,cmd,stars,0097, ,015.277,+63.935,  0.018,  0.075,  0.160,  -2.65,   1.70,       ,    2000,  0.731,  7.300,    1.30,    8.91,    8.65,var,        ,Simbad
map,cmd,stars,0098, ,015.787,+62.787,  0.010,  0.040,  0.080,  -1.55,   0.36,       ,    1600,  0.999,  8.800,    0.23,    5.12,   23.25,   ,        ,Simbad
map,cmd,stars,0099,g,015.825,-70.847,  0.055,  0.145,  0.235,   7.63,  -4.67,  223.5,    8603,  0.052, 10.100,    2.94,   31.35,   11.24,glo,  -1.250,Simbad
map,cmd,stars,0101,a,015.060,+61.460,  0.075,  0.330,  0.600,  -1.90,  -1.07,  -42.0,    3000,  2.251,  7.033,   34.76,   43.27,    0.38,ass,        ,Simbad
map,cmd,stars,0102, ,016.635,+62.224,  0.027,  0.085,  0.160,  -0.48,  -2.08,       ,    2200,  0.999,  7.900,    1.44,    7.06,   11.36,   ,        ,Simbad
map,cmd,stars,0104,r,017.010,+65.662,  0.018,  0.050,  0.090,   2.46,   0.32,       ,    4126,  1.312,  9.070,    1.62,    9.99,    1.11,   ,        ,Simbad
map,cmd,stars,0105, ,017.107,+61.579,  0.020,  0.100,  0.180,   0.22,  -2.07,  -22.0,    1200,  0.339,  8.850,    0.60,    6.62,   32.40,   ,   0.070,Simbad
map,cmd,stars,0106,r,017.152,+63.118,  0.010,  0.045,  0.065,  -0.35,   5.41,       ,   12002,  1.680,  8.150,    5.90,   26.66,    0.16,irc,        ,Simbad
map,cmd,stars,0107,r,017.985,+56.985,  0.030,  0.060,  0.120,  -3.21,   0.11,       ,    3501,  0.200,  9.300,    1.55,   13.11,    1.40,   ,        ,Simbad
map,cmd,stars,0108, ,018.037,+62.258,  0.020,  0.070,  0.110,  -0.13,  -0.64,   -6.0,    1363,  0.708,  7.850,    0.37,    5.93,   20.68,   ,        ,Simbad
map,cmd,stars,0109,m,018.225,+32.050,  0.250,  1.320,  1.320,  13.85, -11.29,    6.5,     190,  0.050,  8.313,    4.15,    5.15,   32.31,   ,        ,Simbad
map,cmd,stars,0110, ,018.801,+60.123,  0.020,  0.060,  0.140,  -2.32,  -1.60,  -36.9,    1650,  0.600,  7.810,    1.56,    5.82,    3.80,   ,        ,Simbad
map,cmd,stars,0111, ,018.996,+58.811,  0.040,  0.095,  0.155,  -1.90,  -2.15,  -74.3,    3000,  0.460,  7.925,    0.80,   10.18,    8.75,   ,        ,Simbad
map,cmd,stars,0112,r,019.359,+61.300,  0.010,  0.050,  0.100,  -2.17,  -3.02,       ,    1800,  0.600,  8.700,    1.04,    3.89,    6.99,irc,        ,Simbad
map,cmd,stars,0113,r,019.768,+60.347,  0.020,  0.045,  0.100,  -0.22,  -3.04,       ,    2075,  0.666,  9.000,    0.66,    5.85,    8.81,irc,        ,Simbad
map,cmd,stars,0114, ,019.905,+58.280,  0.055,  0.130,  0.220,  -1.92,  -2.19,  -32.7,    2400,  0.400,  7.380,    2.60,   10.31,    7.57,   ,        ,Simbad
map,cmd,stars,0115, ,019.957,+52.667,  0.020,  0.075,  0.165,  -2.74,   1.38,       ,    1799,  0.700,  8.906,    0.70,   11.87,    2.78,   ,        ,Simbad
map,cmd,stars,0116, ,019.933,+63.067,  0.020,  0.080,  0.160,  -1.16,   1.98,       ,    3001,  1.199,  8.397,    1.53,   14.88,    4.79,irc,        ,Simbad
map,cmd,stars,0117, ,020.512,+63.703,  0.010,  0.060,  0.115,  -0.95,   2.77,       ,    2146,  1.062,  8.860,    1.04,    9.54,    1.94,irc,        ,Simbad
map,cmd,stars,0119, ,021.450,+62.985,  0.025,  0.085,  0.140,   1.22,  -2.31,       ,    1934,  0.833,  8.350,    0.75,    7.54,   10.35,irc,        ,Simbad
map,cmd,stars,0120, ,021.517,+62.613,  0.020,  0.070,  0.120,   2.24,  -3.98,       ,    5086,  0.833,  9.450,    1.03,   19.30,    1.62,   ,        ,Simbad
map,cmd,stars,0121, ,021.997,+44.155,  0.018,  0.080,  0.150,  -0.11,  -1.95,       ,    1907,  0.770,  8.355,    0.53,    9.83,    6.80,   ,        ,Simbad
map,cmd,stars,0122, ,022.380,+63.302,  0.030,  0.150,  0.300,  -2.95,  -1.07,  -37.7,    2200,  0.600,  8.800,    1.59,   17.06,    3.40,   ,        ,Simbad
map,cmd,stars,0123,r,022.438,+60.713,  0.013,  0.040,  0.080,   0.85,  -0.39,       ,    2800,  0.300,  8.900,    1.19,    8.97,    3.43,irc,        ,Simbad
map,cmd,stars,0124, ,023.316,+60.652,  0.035,  0.075,  0.170,  -1.14,   0.37,  -41.4,    2199,  0.331,  7.440,    1.08,   11.84,    7.59,   ,        ,Simbad
map,cmd,stars,0125, ,023.355,+74.742,  0.015,  0.080,  0.165,   3.39,  -2.08,       ,    3896,  0.146,  9.400,    4.44,   15.79,    0.93,   ,        ,Simbad
map,cmd,stars,0126, ,023.902,+61.463,  0.010,  0.040,  0.070,   1.84,  -1.84,  -11.4,    1632,  0.999,  7.715,    0.27,    3.96,   16.76,   ,        ,Simbad
map,cmd,stars,0127, ,023.910,+61.275,  0.010,  0.045,  0.080,   0.67,  -2.16,  -65.0,    2399,  0.583,  7.100,    0.71,    4.68,    9.43,   ,        ,Simbad
map,cmd,stars,0128, ,024.094,+64.535,  0.030,  0.080,  0.125,  -0.45,  -1.38,       ,    4499,  0.750,  9.150,    2.15,   19.00,    3.09,   ,        ,Simbad
map,cmd,stars,0129, ,024.300,+65.850,  0.030,  0.090,  0.150,   2.32,   0.36,       ,    2501,  1.099,  9.000,    1.48,   11.90,    5.92,irc,        ,Simbad
map,cmd,stars,0130,r,024.912,+65.921,  0.015,  0.050,  0.090,   1.85,   1.07,       ,    6001,  0.450,  9.300,    3.17,   13.64,    0.55,irc,        ,Simbad
map,cmd,stars,0131,r,024.925,+64.875,  0.010,  0.045,  0.070,   2.10,  -1.13,       ,    3500,  1.499,  6.680,    1.24,    9.44,    1.83,irc,        ,Simbad
map,cmd,stars,0132, ,025.234,+64.515,  0.025,  0.060,  0.120,  -1.15,   0.87,       ,    7500,  0.999,  8.600,    4.18,   29.48,    0.82,irc,        ,Simbad
map,cmd,stars,0133, ,025.777,+64.045,  0.011,  0.075,  0.145,  -0.25,  -2.00,  -39.1,    2304,  0.583,  6.740,    0.53,    9.72,    6.15,   ,        ,Simbad
map,cmd,stars,0134, ,025.792,+74.405,  0.020,  0.060,  0.140,  -0.35,   1.29,       ,    2121,  0.521,  9.305,    1.19,    9.67,    4.99,   ,        ,Simbad
map,cmd,stars,0135, ,025.849,+55.840,  0.018,  0.050,  0.095,  -1.07,  -1.53,       ,    1934,  0.521,  9.000,    0.65,    3.83,    8.38,   ,        ,Simbad
map,cmd,stars,0137, ,025.995,+61.900,  0.020,  0.105,  0.160,   0.90,  -3.36,  -38.8,    1786,  0.750,  7.250,    0.61,   10.00,   54.35,   ,        ,Simbad
map,cmd,stars,0138, ,026.092,+60.670,  0.025,  0.070,  0.155,  -0.46,  -0.63,       ,    2300,  0.650,  7.762,    0.79,   10.68,    5.71,   ,        ,Simbad
map,cmd,stars,0139, ,026.550,+61.225,  0.035,  0.100,  0.240,  -0.98,  -1.94,  -31.6,    2100,  0.700,  7.500,    2.29,   14.21,    8.83,   ,        ,Simbad
map,cmd,stars,0140, ,027.300,+71.780,  0.050,  0.220,  0.510,   1.79,   0.56,   -7.2,     800,  0.300,  8.450,    3.73,   10.47,    9.61,   ,        ,Simbad
map,cmd,stars,0141, ,026.820,+57.680,  0.035,  0.080,  0.190,  -0.52,  -0.68,  -20.0,    1350,  0.300,  7.800,    1.40,    8.47,    2.29,   ,        ,Simbad
map,cmd,stars,0142, ,026.925,+62.933,  0.022,  0.050,  0.080,   0.11,  -2.78,       ,    6000,  1.399,  8.830,    1.75,   12.25,    1.94,   ,        ,Simbad
map,cmd,stars,0143,r,027.540,+27.115,  0.050,  0.160,  0.360,  -2.30,  -3.90,       ,    1400,  0.200,  9.393,    1.38,   10.45,    2.16,ast,        ,Simbad
map,cmd,stars,0145, ,027.825,+61.060,  0.025,  0.070,  0.150,  -1.29,  -3.22,       ,    2500,  0.781,  8.600,    1.47,    8.84,    0.83,   ,        ,Simbad
map,cmd,stars,0146, ,028.095,+61.865,  0.040,  0.125,  0.245,  -4.52,  -1.27,  -36.7,    4801,  0.849,  9.000,    5.51,   35.40,    0.99,   ,  -0.178,Simbad
map,cmd,stars,0147, ,028.282,+57.010,  0.035,  0.095,  0.210,   0.93,   0.49,       ,     900,  0.050,  8.600,    1.63,    4.78,    5.30,   ,        ,Simbad
map,cmd,stars,0148,r,028.429,-45.920,  0.025,  0.230,  0.370,   4.10,   2.10,       ,    1380,  0.312,  9.055,    2.58,   12.29,    0.70,rem,        ,Simbad
map,cmd,stars,0149, ,028.545,+62.370,  0.025,  0.045,  0.110,  -4.30,  -1.95,       ,    2600,  0.799,  7.250,    0.72,    6.85,    6.41,   ,        ,Simbad
map,cmd,stars,0150, ,028.927,+61.354,  0.018,  0.045,  0.090,  -3.13,  -3.18,       ,    2400,  1.099,  8.615,    0.56,    6.61,    6.76,   ,        ,Simbad
map,cmd,stars,0151, ,029.272,+37.790,  0.100,  0.650,  1.400,   8.36, -12.10,    4.7,     450,  0.040,  9.130,    3.07,   13.83,   11.79,   ,  -0.088,Simbad
map,cmd,stars,0152, ,029.332,+63.490,  0.050,  0.180,  0.390,  -3.17,  -1.04,       ,    2400,  2.301,  6.590,   10.08,   22.00,    0.41,emb,        ,Simbad
map,cmd,stars,0153, ,029.644,+55.478,  0.040,  0.195,  0.345,  -0.30,  -3.92,       ,    1382,  0.381,  8.375,    0.82,   13.09,    9.68,   ,        ,Simbad
map,cmd,stars,0154, ,029.655,+60.157,  0.025,  0.090,  0.170,  -1.81,  -2.77,   -6.5,    1100,  0.450,  8.290,    1.71,    5.96,   21.17,dub,        ,Simbad
map,cmd,stars,0156, ,029.775,+58.925,  0.035,  0.090,  0.180,   1.94,  -1.21,  -49.0,    2000,  0.450,  7.400,    1.28,   10.46,    2.81,   ,        ,Simbad
map,cmd,stars,0157, ,030.130,+67.803,  0.013,  0.065,  0.100,  -2.89,  -1.47,       ,    2501,  0.999,  8.800,    0.60,    8.36,    8.22,   ,        ,Simbad
map,cmd,stars,0158, ,030.352,+75.493,  0.020,  0.125,  0.240,   1.73,  -1.85,       ,    5001,  0.400,  9.300,    3.34,   36.89,    0.70,   ,        ,Simbad
map,cmd,stars,0159, ,030.480,+62.850,  0.013,  0.050,  0.115,  -3.85,   0.05,       ,    1391,  0.260,  7.980,    0.38,    5.49,   33.76,   ,        ,Simbad
map,cmd,stars,0160,r,030.705,+70.696,  0.010,  0.053,  0.085,   2.27,  -3.16,       ,    2200,  1.099,  7.800,    1.04,    4.51,    3.74,   ,        ,Simbad
map,cmd,stars,0162, ,030.754,+62.253,  0.030,  0.065,  0.120,  -4.16,  -1.91,       ,    3001,  0.600,  9.116,    3.40,    8.84,    1.66,   ,        ,Simbad
map,cmd,stars,0163, ,031.135,+64.355,  0.020,  0.115,  0.240,   1.12,  -1.16,  -19.3,    1100,  0.489,  7.700,    0.93,    7.21,    8.34,   ,        ,Simbad
map,cmd,stars,0164,r,031.297,+81.204,  0.035,  0.100,  0.180,  -0.85,  -1.72,       ,    2589,  0.416,  9.150,    1.68,   13.39,    1.31,   ,        ,Simbad
map,cmd,stars,0165, ,031.413,+62.265,  0.012,  0.045,  0.090,  -0.31,  -1.42,       ,    4739,  0.999,  9.150,    1.29,   12.81,    2.90,   ,        ,Simbad
map,cmd,stars,0166, ,031.474,+67.745,  0.015,  0.080,  0.135,  -3.10,  -1.04,       ,    1466,  2.082,  8.240,    1.09,    8.41,    3.92,   ,        ,Simbad
map,cmd,stars,0167, ,031.860,+60.271,  0.020,  0.040,  0.083,   1.01,  -1.10,       ,    2200,  1.049,  7.350,    0.78,    3.57,   23.31,   ,        ,Simbad
map,cmd,stars,0168, ,032.032,+60.750,  0.030,  0.145,  0.270,   0.95,  -1.43,  -58.0,    2735,  1.135,  6.250,    5.81,   19.12,    0.39,emb,        ,Simbad
map,cmd,stars,0171, ,032.175,+60.437,  0.025,  0.075,  0.125,   1.06,  -2.72,       ,    2726,  1.312,  6.800,    2.95,    8.94,    1.77,emb,        ,Simbad
map,cmd,stars,0172,r,033.390,+44.740,  0.015,  0.060,  0.115,   2.50,  -3.77,       ,    1530,  0.239,  9.230,    0.35,    7.03,    5.60,   ,        ,Simbad
map,cmd,stars,0173, ,033.660,+59.440,  0.150,  0.925,  1.700,  16.13, -14.50,    1.8,     400,  0.339,  8.440,    3.73,   18.85,   24.54,   ,  -0.140,Simbad
map,cmd,stars,0174,r,034.140,+55.397,  0.010,  0.030,  0.050,   0.72,  -0.67,       ,    2500,  0.799,  8.000,    0.37,    2.69,    9.88,irc,        ,Simbad
map,cmd,stars,0175, ,034.740,+57.145,  0.060,  0.240,  0.535,  -2.81,   0.05,  -41.8,    2300,  0.521,  7.280,   11.27,   32.25,    4.05,ass,  -0.300,Simbad
