map,cmd,stars,MWSC,Type,RAJ2000,DEJ2000,r0,r1,r2,pmRA,pmDE,RV,d,E(B-V),logt,rc,rt,k,SType,[Fe/H],Simbad
 , , , , ,deg,deg,deg,deg,deg,mas/yr,mas/yr,km/s,pc,mag,[yr],pc,pc,pc-2, ,[Sun],
---,---,-----,----,-,-------,-------,-------,-------,-------,-------,-------,-------,--------,-------,-------,--------,--------,--------,---,--------,------
map,cmd,stars,1080,n,106.020,-11.530,  0.025,  0.100,  0.250,  -3.60,   1.76,   17.5,    1570,  0.375,  7.360,    0.92,   10.99,    5.54,   ,        ,Simbad
map,cmd,stars,1081, ,106.027,-06.130,  0.015,  0.060,  0.110,   0.85,  -0.32,       ,    1925,  0.396,  8.600,    0.78,    6.55,    9.47,   ,        ,Simbad
map,cmd,stars,1083, ,105.997,-06.385,  0.014,  0.060,  0.110,   1.30,  -1.63,       ,    2972,  0.729,  8.265,    0.63,   10.80,    7.22,   ,        ,Simbad
map,cmd,stars,1084, ,106.042,+01.038,  0.025,  0.145,  0.275,  -2.74,   0.35,   41.8,    3842,  0.239,  8.680,    3.04,   25.44,    4.54,   ,  -0.170,Simbad
map,cmd,stars,1085, ,105.990,-00.085,  0.010,  0.070,  0.120,  -1.00,  -0.37,       ,    1923,  0.250,  8.685,    2.41,    5.97,    5.57,   ,        ,Simbad
map,cmd,stars,1087, ,106.060,-19.744,  0.015,  0.060,  0.145,   0.97,   4.01,       ,    7154,  0.396,  9.350,    3.24,   33.40,    0.39,emb,  -0.500,Simbad
map,cmd,stars,1088, ,106.095,-12.005,  0.020,  0.115,  0.185,  -0.36,  -0.60,       ,    1184,  0.416,  7.815,    2.37,    5.22,   16.36,   ,        ,Simbad
map,cmd,stars,1089, ,106.153,-06.600,  0.010,  0.050,  0.100,   1.42,  -1.99,       ,    5664,  0.729,  8.800,    2.43,   21.66,    0.53,irc,        ,Simbad
map,cmd,stars,1090,n,106.327,-12.325,  0.010,  0.075,  0.150,  -4.05,   0.71,       ,    1401,  0.364,  7.160,    0.36,    7.43,   25.14,emb,        ,Simbad
map,cmd,stars,1091, ,106.350,-10.680,  0.010,  0.075,  0.140,   2.11,   1.35,       ,    2375,  0.999,  6.650,    2.17,   11.77,    3.85,   ,        ,Simbad
map,cmd,stars,1092, ,106.458,-11.625,  0.020,  0.100,  0.170,  -1.05,   2.42,       ,    2821,  0.770,  8.550,    2.11,   15.41,    0.85,   ,        ,Simbad
map,cmd,stars,1093, ,106.492,-28.410,  0.015,  0.070,  0.140,  -1.60,   1.17,       ,    1789,  0.271,  8.700,    0.58,    5.47,    7.58,   ,        ,Simbad
map,cmd,stars,1094, ,106.522,-14.995,  0.020,  0.075,  0.155,   4.42,  -0.10,       ,    4458,  0.479,  9.115,    1.78,   13.60,    3.27,   ,  -0.380,Simbad
map,cmd,stars,1095, ,106.582,-30.160,  0.015,  0.075,  0.145,   0.18,   2.55,       ,    1786,  0.125,  9.105,    0.72,    9.21,    3.25,   ,        ,Simbad
map,cmd,stars,1096,r,106.552,+07.400,  0.012,  0.060,  0.110,  -1.00,  -4.77,       ,    2605,  0.375,  9.050,    1.38,   10.77,    3.86,   ,        ,Simbad
map,cmd,stars,1097, ,106.575,-12.570,  0.012,  0.060,  0.135,  -0.20,   1.97,       ,    1188,  0.312,  8.645,    1.26,    4.47,    9.58,   ,        ,Simbad
map,cmd,stars,1098, ,106.615,-20.095,  0.010,  0.060,  0.125,  -0.24,   3.99,       ,    2345,  0.625,  8.800,    1.22,   11.15,    1.73,   ,        ,Simbad
map,cmd,stars,1099, ,106.665,-11.730,  0.012,  0.070,  0.160,  -1.48,   2.69,       ,    2360,  0.731,  8.870,    1.70,   10.36,    1.17,   ,        ,Simbad
map,cmd,stars,1100, ,106.710,-10.030,  0.020,  0.145,  0.310,   0.20,  -2.99,    8.7,    1411,  0.416,  8.200,    1.71,   12.11,    7.88,   ,  -0.030,Simbad
map,cmd,stars,1101,r,106.710,-10.520,  0.013,  0.075,  0.175,   1.00,  -1.33,       ,    5410,  0.416,  8.800,    5.52,   24.43,    0.36,non,        ,Simbad
map,cmd,stars,1102, ,106.734,-10.720,  0.010,  0.055,  0.095,   0.64,   1.23,       ,    1037,  0.062,  8.405,    0.79,    2.73,   16.91,dub,        ,Simbad
map,cmd,stars,1103, ,106.680,+27.255,  0.030,  0.080,  0.140,   1.20,  -2.57,       ,    1946,  0.479,  8.600,    2.00,   10.51,    0.38,dub,        ,Simbad
map,cmd,stars,1105, ,106.767,-13.820,  0.020,  0.085,  0.170,  -0.89,  -2.49,       ,    2964,  0.437,  9.120,    3.50,   16.94,    3.69,irc,        ,Simbad
map,cmd,stars,1107, ,106.792,-28.222,  0.020,  0.110,  0.232,  -2.59,   3.35,       ,    2221,  0.521,  8.695,    1.27,   17.58,    3.66,   ,        ,Simbad
map,cmd,stars,1108, ,106.842,-20.795,  0.010,  0.050,  0.100,   0.36,  -1.12,       ,    1958,  0.437,  8.800,    0.32,    8.03,    6.15,   ,        ,Simbad
map,cmd,stars,1109, ,106.842,-15.980,  0.015,  0.110,  0.200,   2.11,  -7.98,       ,    2255,  0.416,  8.950,    8.68,   13.99,    0.41,   ,        ,Simbad
map,cmd,stars,1110, ,106.845,-12.783,  0.015,  0.075,  0.115,  -3.47,   2.34,       ,    2436,  0.208,  9.225,    1.16,   10.88,    2.76,irc,        ,Simbad
map,cmd,stars,1111, ,106.875,-08.865,  0.015,  0.075,  0.150,   7.48,  -1.65,       ,    2276,  0.666,  8.755,    0.78,    9.40,    5.80,irc,        ,Simbad
map,cmd,stars,1112, ,106.882,-13.330,  0.012,  0.090,  0.180,  -2.71,  -0.73,       ,    1928,  0.541,  8.335,    1.38,   11.22,    6.31,   ,        ,Simbad
map,cmd,stars,1113,r,106.905,+30.170,  0.020,  0.080,  0.125,   0.57,  -5.10,    6.0,    2413,  0.271,  9.200,    0.98,   10.28,    2.01,   ,        ,Simbad
map,cmd,stars,1114, ,106.950,-05.717,  0.012,  0.055,  0.090,  -2.00,   0.37,       ,    1671,  0.312,  8.620,    0.75,    3.78,    4.57,non,        ,Simbad
map,cmd,stars,1115, ,106.909,-14.150,  0.012,  0.080,  0.115,   0.93,   0.57,       ,    1780,  0.770,  8.650,    0.71,    7.78,    3.95,   ,        ,Simbad
map,cmd,stars,1116, ,107.002,-25.880,  0.012,  0.090,  0.180,  -5.09,   5.58,       ,    2276,  0.354,  8.890,    0.88,   13.82,    4.51,non,        ,Simbad
map,cmd,stars,1117, ,106.995,-12.464,  0.020,  0.080,  0.170,  -0.40,   2.47,       ,    1297,  0.562,  8.715,    0.30,    6.19,   32.52,   ,        ,Simbad
map,cmd,stars,1118, ,107.025,-01.528,  0.010,  0.065,  0.125,   2.07,  -1.04,       ,    1544,  0.146,  8.875,    0.31,    5.88,   13.88,   ,        ,Simbad
map,cmd,stars,1119, ,107.017,-10.600,  0.020,  0.125,  0.205,   0.00,   2.00,   14.9,    1029,  0.121,  8.135,    0.81,    5.57,   16.31,   ,  -0.300,Simbad
map,cmd,stars,1120, ,107.062,-13.200,  0.035,  0.115,  0.225,  -0.55,  -0.12,   59.2,    2605,  0.687,  7.900,    2.38,   15.70,    7.97,   ,        ,Simbad
map,cmd,stars,1121,r,107.073,-12.890,  0.018,  0.090,  0.140,   1.92,  -0.11,       ,    1706,  0.312,  9.320,    0.79,    8.88,    2.33,irc,        ,Simbad
map,cmd,stars,1122, ,107.115,-15.365,  0.018,  0.105,  0.200,   0.10,  -0.07,       ,    1721,  0.375,  8.755,    2.38,    9.92,    5.40,   ,        ,Simbad
map,cmd,stars,1123, ,107.137,-26.158,  0.020,  0.100,  0.160,  -3.54,   6.37,       ,    1791,  0.416,  8.605,    2.10,   10.12,    2.17,   ,        ,Simbad
map,cmd,stars,1125, ,107.187,-09.427,  0.020,  0.060,  0.110,   0.66,   2.41,       ,    2883,  0.625,  8.640,    0.75,   11.02,    4.09,   ,        ,Simbad
map,cmd,stars,1126, ,107.287,-01.500,  0.010,  0.070,  0.110,   1.12,  -4.78,       ,    5805,  0.562,  8.300,    2.39,   20.71,    0.90,irc,        ,Simbad
map,cmd,stars,1127, ,107.373,-16.920,  0.020,  0.120,  0.220,  -3.50,  -0.15,       ,    1000,  0.100,  8.825,    1.64,    6.35,    2.87,   ,        ,Simbad
map,cmd,stars,1129, ,107.484,+02.733,  0.020,  0.070,  0.120,  -7.78,   2.28,       ,    5012,  0.000,  9.065,    1.94,   17.82,    0.80,   ,        ,Simbad
map,cmd,stars,1133, ,107.578,-18.486,  0.020,  0.070,  0.100,   2.83,   3.00,       ,    3360,  1.145,  7.000,    0.77,    8.13,    2.79,irc,        ,Simbad
map,cmd,stars,1134, ,107.655,+06.080,  0.020,  0.115,  0.205,  -2.06,  -0.36,       ,     477,  0.021,  8.530,    0.61,    2.69,   24.45,   ,        ,Simbad
map,cmd,stars,1135, ,107.595,-08.395,  0.010,  0.070,  0.115,   3.99,  -1.22,       ,    7241,  0.625,  8.485,    2.37,   24.40,    0.24,   ,        ,Simbad
map,cmd,stars,1136, ,107.700,-06.780,  0.015,  0.085,  0.160,   0.70,  -1.05,       ,    1864,  0.458,  8.555,    1.39,   10.53,    4.14,   ,        ,Simbad
map,cmd,stars,1137, ,107.670,-09.300,  0.020,  0.130,  0.320,  -3.55,   2.95,   38.8,     596,  0.073,  7.700,    1.52,    4.94,   17.21,   ,        ,Simbad
map,cmd,stars,1138,r,107.677,-08.605,  0.015,  0.085,  0.145,   2.60,  -3.28,       ,    1819,  0.312,  9.140,    0.31,    8.88,    8.41,non,        ,Simbad
map,cmd,stars,1139, ,107.790,-07.117,  0.018,  0.080,  0.135,   1.09,   0.34,       ,    1031,  0.104,  8.505,    0.60,    3.67,   11.44,   ,        ,Simbad
map,cmd,stars,1140, ,107.902,+01.605,  0.015,  0.080,  0.150,   1.37,  -5.61,       ,    1952,  0.458,  8.865,    3.97,    8.76,    0.69,   ,        ,Simbad
map,cmd,stars,1141, ,108.172,+02.105,  0.010,  0.100,  0.235,  -1.55,  -2.25,       ,     787,  0.062,  8.480,    0.91,    5.15,    7.06,   ,        ,Simbad
map,cmd,stars,1142, ,108.220,-25.231,  0.020,  0.100,  0.190,  -3.86,   4.48,       ,    1847,  0.521,  8.680,    1.38,   10.53,    1.52,   ,        ,Simbad
map,cmd,stars,1143, ,108.271,-24.029,  0.015,  0.080,  0.140,  -3.34,   6.75,       ,    3000,  0.666,  8.775,    1.19,   14.34,    0.89,non,        ,Simbad
map,cmd,stars,1144, ,108.339,-09.892,  0.020,  0.090,  0.190,  -1.47,  -0.57,       ,    1634,  0.416,  8.585,    1.61,   10.31,    8.35,irc,        ,Simbad
map,cmd,stars,1145, ,108.360,+03.148,  0.020,  0.100,  0.175,  -3.60,   0.31,       ,    1031,  0.416,  8.960,    0.63,    4.28,    9.72,   ,        ,Simbad
map,cmd,stars,1146, ,108.382,-10.480,  0.010,  0.050,  0.100,  -0.43,   2.54,       ,    5841,  0.521,  9.000,    6.06,   15.22,    0.72,non,        ,Simbad
map,cmd,stars,1147, ,108.360,-30.975,  0.025,  0.105,  0.310,  -5.30,   4.71,   28.0,     330,  0.021,  7.510,    1.08,    2.58,   21.40,   ,        ,Simbad
map,cmd,stars,1148, ,108.535,-25.693,  0.015,  0.080,  0.135,  -2.55,   3.59,   33.4,    2865,  0.666,  8.610,    4.89,   10.94,    2.70,   ,  -0.109,Simbad
map,cmd,stars,1149, ,108.592,-05.660,  0.015,  0.060,  0.145,  -2.40,   0.59,       ,    3095,  0.146,  8.065,    0.78,   13.54,    1.24,irc,        ,Simbad
map,cmd,stars,1150, ,108.615,-34.305,  0.020,  0.070,  0.140,  -7.10,   2.32,       ,    1298,  0.416,  8.780,    0.66,    5.56,    8.11,   ,        ,Simbad
map,cmd,stars,1151, ,108.625,-21.123,  0.035,  0.133,  0.250,  -2.76,   0.75,       ,     813,  0.000,  8.330,    1.23,    5.38,    5.10,   ,        ,Simbad
map,cmd,stars,1152, ,108.627,-10.250,  0.020,  0.110,  0.220,  -3.22,   1.36,   22.3,    1180,  0.125,  7.200,    0.97,    8.08,   10.99,   ,        ,Simbad
map,cmd,stars,1153, ,108.705,-34.877,  0.010,  0.060,  0.100,  -4.87,   8.27,       ,    2173,  0.666,  8.420,    0.83,    8.56,    1.07,   ,        ,Simbad
map,cmd,stars,1154, ,108.715,-31.360,  0.015,  0.045,  0.090,  -1.26,   3.53,       ,    4023,  0.396,  9.060,    1.40,    8.60,    1.65,non,        ,Simbad
map,cmd,stars,1155, ,108.922,-09.410,  0.012,  0.080,  0.155,  -1.49,  -0.21,       ,    1000,  0.000,  8.675,    0.82,    4.72,    9.57,   ,        ,Simbad
map,cmd,stars,1156, ,109.083,-13.178,  0.020,  0.070,  0.145,   3.31,   2.63,       ,    5041,  0.583,  9.400,    4.34,   23.50,    1.17,   ,        ,Simbad
map,cmd,stars,1157, ,109.050,-46.617,  0.020,  0.170,  0.440, -11.09,  12.72,   20.0,     311,  0.110,  8.870,    0.45,    4.46,    7.44,   ,  -0.275,Simbad
map,cmd,stars,1159,m,109.252,-17.155,  0.020,  0.160,  0.300,  -1.32,  -0.56,       ,     739,  0.021,  8.785,    1.12,    5.76,    9.20,   ,        ,Simbad
map,cmd,stars,1160, ,109.246,+13.750,  0.020,  0.100,  0.190,  -0.20,  -1.20,   35.1,    2128,  0.187,  8.900,    1.39,    9.88,    5.47,   ,  -0.070,Simbad
map,cmd,stars,1161, ,109.260,-35.290,  0.010,  0.045,  0.070,  -5.06,  -4.02,       ,    3027,  0.916,  8.315,    1.13,    6.59,    0.39,   ,        ,Simbad
map,cmd,stars,1162, ,109.278,-13.982,  0.010,  0.100,  0.210,  -1.09,  -0.68,       ,    1537,  0.208,  7.420,    1.89,    8.26,    5.55,   ,        ,Simbad
map,cmd,stars,1163, ,109.297,-15.795,  0.018,  0.065,  0.125,  -2.29,   5.71,       ,    4186,  0.687,  6.750,    7.40,   16.06,    0.06,   ,        ,Simbad
map,cmd,stars,1165, ,109.425,-15.640,  0.030,  0.150,  0.300,  -2.30,   6.60,   25.5,    1560,  0.416,  8.650,    2.27,   12.74,   12.26,   ,  -0.030,Simbad
map,cmd,stars,1166, ,109.485,-37.035,  0.040,  0.200,  0.520,  -9.33,   5.26,   15.4,     361,  0.042,  7.600,    2.10,    4.02,   26.74,   ,  -0.219,Simbad
map,cmd,stars,1167, ,109.507,-28.990,  0.012,  0.075,  0.125,  -3.43,   5.90,       ,    3066,  0.208,  9.090,    3.43,   10.62,    0.54,   ,        ,Simbad
map,cmd,stars,1168, ,109.492,-22.667,  0.010,  0.075,  0.170,  -3.95,  -1.36,       ,    2069,  0.687,  8.600,    1.57,    7.87,   12.91,   ,        ,Simbad
map,cmd,stars,1169, ,109.515,-24.500,  0.010,  0.070,  0.160,  -2.44,   1.59,   13.5,    1571,  0.125,  8.730,    1.48,    6.87,    3.09,   ,        ,Simbad
map,cmd,stars,1171, ,109.575,-44.670,  0.016,  0.065,  0.115,  -5.82,   4.57,       ,    4640,  0.521,  8.845,    2.25,   14.45,    0.94,   ,        ,Simbad
map,cmd,stars,1172, ,109.609,-17.575,  0.015,  0.065,  0.110,   2.14,   6.05,       ,    3369,  1.749,  8.900,    1.24,   12.10,   10.23,   ,        ,Simbad
map,cmd,stars,1173, ,109.680,-24.960,  0.030,  0.120,  0.260,  -2.60,   2.34,   29.5,    1375,  0.167,  6.640,    0.54,   10.92,   69.30,   ,        ,Simbad
map,cmd,stars,1174, ,109.779,-22.020,  0.020,  0.070,  0.130,  -6.81,   2.88,   19.0,    3930,  1.020,  8.125,    0.63,   16.19,    3.31,   ,        ,Simbad
map,cmd,stars,1175, ,109.882,-19.630,  0.010,  0.070,  0.135,  -0.21,   6.12,       ,    2362,  0.416,  8.750,    0.79,   10.64,    4.85,dub,        ,Simbad
map,cmd,stars,1176, ,109.995,-24.530,  0.010,  0.070,  0.125,  -2.01,   6.06,       ,    1935,  0.208,  9.145,    0.78,    6.24,   10.82,   ,        ,Simbad
map,cmd,stars,1177, ,110.014,-13.150,  0.018,  0.075,  0.135,   0.36,   4.16,       ,    3320,  0.604,  8.865,    1.78,   15.27,    6.68,   ,        ,Simbad
map,cmd,stars,1178, ,110.055,-21.865,  0.030,  0.090,  0.190,  -5.13,   3.15,   45.3,    1772,  0.333,  7.425,    1.03,   11.55,    3.27,   ,        ,Simbad
map,cmd,stars,1179, ,110.055,-27.771,  0.015,  0.055,  0.112,  -3.42,   5.98,       ,    3497,  0.874,  8.470,    0.99,   11.62,    1.44,irc,        ,Simbad
map,cmd,stars,1180, ,110.077,-00.994,  0.012,  0.060,  0.125,   6.88,  -4.60,       ,    4815,  0.271,  8.800,    2.83,   15.23,    0.66,   ,  -0.380,Simbad
map,cmd,stars,1182, ,110.212,-00.844,  0.018,  0.070,  0.140,   6.15,  -3.64,       ,    2089,  0.468,  8.900,    1.91,    7.97,    1.38,   ,        ,Simbad
map,cmd,stars,1183, ,110.212,-19.632,  0.010,  0.090,  0.135,  -2.59,   4.81,       ,    1023,  0.000,  8.495,    0.34,    5.04,   22.00,irc,        ,Simbad
map,cmd,stars,1184, ,110.233,+01.800,  0.010,  0.045,  0.090,   3.46,  -6.73,   95.3,   13719,  0.042,  9.600,    7.22,   53.57,    0.01,   ,  -0.380,Simbad
map,cmd,stars,1186, ,110.272,-10.335,  0.010,  0.075,  0.125,   0.60,   4.36,       ,    4889,  0.479,  8.975,    1.18,   21.94,    1.16,dub,        ,Simbad
map,cmd,stars,1187, ,110.317,-20.220,  0.012,  0.085,  0.142,  -4.58,   3.33,       ,    2928,  0.521,  9.100,    1.10,   14.17,    1.72,   ,        ,Simbad
map,cmd,stars,1189, ,110.362,-03.233,  0.018,  0.070,  0.155,  -2.77,  -6.16,       ,    4699,  0.125,  8.835,    1.78,   24.63,    1.12,   ,        ,Simbad
map,cmd,stars,1190, ,110.446,-00.983,  0.020,  0.085,  0.140,   4.69,  -6.13,       ,    3211,  0.208,  8.950,    1.09,   13.18,    5.32,   ,        ,Simbad
map,cmd,stars,1191, ,110.452,+22.500,  0.020,  0.070,  0.130,  -1.99,  -2.42,       ,    4755,  0.666,  8.700,    2.32,   19.74,    0.42,   ,        ,Simbad
map,cmd,stars,1192, ,110.512,+03.580,  0.018,  0.075,  0.130,  -1.74,   1.83,       ,    1775,  0.791,  8.810,    0.54,    6.19,    3.31,   ,        ,Simbad
map,cmd,stars,1194, ,110.655,-05.115,  0.010,  0.045,  0.090,  -2.38,  -0.17,       ,     926,  0.833,  7.700,    0.37,    3.37,   20.30,   ,        ,Simbad
map,cmd,stars,1195, ,110.640,-18.700,  0.020,  0.080,  0.150,  -2.26,   5.11,       ,    1899,  0.333,  8.995,    1.08,    7.07,    6.92,   ,        ,Simbad
map,cmd,stars,1196, ,110.700,-59.199,  0.020,  0.100,  0.175,  -1.89,   8.19,       ,    1055,  0.416,  8.630,    1.64,    5.49,    8.33,   ,        ,Simbad
map,cmd,stars,1197, ,110.733,-29.490,  0.020,  0.070,  0.155,  -3.76,   3.99,       ,    1893,  0.354,  9.000,    0.99,    7.93,    3.25,   ,        ,Simbad
map,cmd,stars,1198, ,110.790,-19.473,  0.018,  0.045,  0.100,  -0.06,   4.90,       ,    1701,  0.271,  8.650,    0.71,    4.60,    6.58,   ,        ,Simbad
map,cmd,stars,1199, ,111.030,-31.890,  0.040,  0.250,  0.490,  -7.90,   4.28,   22.9,     386,  0.052,  7.700,    4.05,    4.73,   18.56,   ,  -0.100,Simbad
map,cmd,stars,1200,r,110.793,-12.308,  0.018,  0.075,  0.160,  -0.92,   0.62,       ,    1197,  0.029,  9.035,    0.84,    6.34,    6.07,   ,   0.060,Simbad
map,cmd,stars,1201, ,110.905,-53.947,  0.020,  0.100,  0.205,  -6.14,   4.12,       ,    1631,  0.521,  8.760,    1.22,   10.50,    3.51,   ,        ,Simbad
map,cmd,stars,1202, ,110.907,-23.185,  0.010,  0.045,  0.105,  -3.99,   3.73,       ,    1263,  0.291,  8.325,    0.44,    5.25,   10.09,   ,        ,Simbad
map,cmd,stars,1203, ,110.925,+05.366,  0.012,  0.070,  0.132,  -3.06,   0.41,   59.1,    4670,  0.010,  9.450,    2.27,   20.60,    2.01,   ,        ,Simbad
map,cmd,stars,1205, ,110.983,-25.359,  0.010,  0.037,  0.080,  -0.77,   4.71,       ,     962,  1.197,  9.005,    0.79,    2.41,    5.95,   ,        ,Simbad
map,cmd,stars,1206, ,111.000,-13.270,  0.015,  0.150,  0.220,  -3.40,  -0.66,   27.2,    1394,  0.090,  8.750,    0.60,    9.69,   12.86,   ,        ,Simbad
map,cmd,stars,1207, ,110.992,-25.900,  0.010,  0.070,  0.130,  -1.56,   2.55,       ,    3654,  1.666,  6.700,    0.92,   17.95,    0.87,   ,        ,Simbad
map,cmd,stars,1208, ,111.058,-24.633,  0.015,  0.055,  0.100,  -3.18,   3.73,       ,    2434,  1.145,  6.600,    0.63,    9.44,    9.18,   ,        ,Simbad
map,cmd,stars,1210, ,111.138,-02.884,  0.020,  0.050,  0.115,  -1.89,  -8.23,       ,    1964,  0.416,  8.855,    0.55,    7.78,    5.60,   ,        ,Simbad
map,cmd,stars,1211, ,111.180,-26.210,  0.020,  0.060,  0.125,  -2.48,   1.58,   31.0,    1499,  0.687,  8.455,    0.82,    6.38,   12.40,   ,  -0.010,Simbad
map,cmd,stars,1213, ,111.172,-20.940,  0.015,  0.070,  0.125,  -6.84,   2.83,   57.4,    1655,  0.210,  8.690,    0.52,    7.60,   19.04,   ,        ,Simbad
map,cmd,stars,1214, ,111.175,-17.000,  0.010,  0.050,  0.095,  -2.08,   5.68,       ,    1797,  0.552,  8.150,    0.82,    5.58,    4.41,   ,        ,Simbad
map,cmd,stars,1215, ,111.225,-23.871,  0.012,  0.060,  0.110,  -1.56,   4.57,       ,    4192,  0.895,  6.800,    3.03,   18.45,    0.14,   ,        ,Simbad
map,cmd,stars,1216, ,111.285,-21.020,  0.020,  0.080,  0.165,  -6.44,   3.29,   49.5,    2074,  0.396,  7.130,    1.16,   10.54,    4.33,   ,        ,Simbad
map,cmd,stars,1217, ,111.277,-02.900,  0.015,  0.060,  0.095,  -2.12,  -6.39,       ,    1905,  0.312,  9.100,    0.37,    4.76,    6.05,   ,        ,Simbad
map,cmd,stars,1218, ,111.457,-21.563,  0.015,  0.055,  0.115,  -2.43,   1.89,       ,    1797,  0.208,  8.000,    1.02,    7.43,    1.47,dub,        ,Simbad
map,cmd,stars,1219, ,111.525,-21.205,  0.020,  0.080,  0.155,  -3.18,   5.11,       ,    1607,  0.312,  8.700,    1.79,    6.49,    5.20,irc,        ,Simbad
map,cmd,stars,1220, ,111.532,-15.093,  0.020,  0.115,  0.210,  -1.79,   2.63,   83.0,    2932,  0.354,  8.530,    2.46,   22.10,    1.20,   ,        ,Simbad
map,cmd,stars,1221, ,111.570,-18.445,  0.018,  0.090,  0.205,  -2.15,   7.90,       ,    2283,  0.645,  8.640,    0.60,   11.09,    4.45,irc,        ,Simbad
map,cmd,stars,1222, ,111.550,-47.668,  0.020,  0.115,  0.205,  -4.37,   6.78,   23.5,    4487,  0.125,  9.365,    5.44,   25.38,    1.84,   ,  -0.330,Simbad
map,cmd,stars,1223, ,111.607,-24.190,  0.020,  0.075,  0.155,  -2.70,   2.44,       ,    2839,  0.729,  8.615,    2.28,   15.24,    0.54,   ,        ,Simbad
map,cmd,stars,1224, ,111.642,-28.800,  0.017,  0.060,  0.115,  -1.83,   1.88,   29.9,    1871,  0.125,  9.400,    0.74,    7.15,    2.83,   ,        ,Simbad
map,cmd,stars,1225, ,111.735,-31.155,  0.020,  0.090,  0.180,  -3.34,   2.31,       ,    3894,  0.770,  8.650,    2.57,   19.77,    0.71,non,        ,Simbad
map,cmd,stars,1226, ,111.750,-37.525,  0.020,  0.055,  0.100,  -1.61,   4.99,       ,    4317,  0.541,  9.260,    2.03,    9.24,    1.46,   ,        ,Simbad
map,cmd,stars,1227, ,111.750,-05.545,  0.020,  0.140,  0.245,  -6.54,   1.50,       ,     569,  0.071,  8.600,    1.51,    3.60,   15.69,   ,        ,Simbad
map,cmd,stars,1228,r,111.774,+13.584,  0.025,  0.077,  0.140,  -1.08,  -3.38,       ,    1209,  0.271,  9.280,    0.60,    4.46,    6.06,   ,        ,Simbad
map,cmd,stars,1229, ,111.825,-23.960,  0.015,  0.090,  0.180,  -4.10,   4.19,   32.9,    1659,  0.312,  8.000,    2.48,    9.27,    8.33,   ,        ,Simbad
map,cmd,stars,1231, ,111.912,-20.306,  0.010,  0.060,  0.090,  -2.82,   3.54,       ,    8570,  1.041,  6.000,    5.16,   28.20,    0.36,irc,        ,Simbad
map,cmd,stars,1232,r,112.027,-11.740,  0.020,  0.110,  0.200,  -1.30,  -1.94,   17.7,     545,  0.050,  8.520,        ,        ,        ,   ,        ,Simbad
map,cmd,stars,1233, ,112.012,-21.790,  0.015,  0.085,  0.190,  -2.91,   2.71,       ,    4541,  0.666,  9.400,    2.18,   30.81,    1.19,irc,        ,Simbad
map,cmd,stars,1234,r,112.092,-15.405,  0.010,  0.035,  0.085,  -8.38,   5.61,       ,    2879,  0.479,  8.500,    0.57,    7.76,    5.28,   ,        ,Simbad
map,cmd,stars,1235, ,112.110,-19.680,  0.018,  0.065,  0.140,  -3.43,   6.60,       ,    1409,  0.250,  8.300,    0.68,    4.56,    7.89,   ,        ,Simbad
map,cmd,stars,1237, ,112.144,-15.365,  0.020,  0.080,  0.135,  -5.80,   4.41,       ,    4873,  0.500,  9.305,    1.95,   22.65,    3.46,   ,        ,Simbad
map,cmd,stars,1238, ,112.177,-20.810,  0.020,  0.075,  0.125,  -2.26,  -1.16,       ,    1905,  0.312,  8.905,    1.48,    6.24,    4.45,   ,        ,Simbad
map,cmd,stars,1239, ,112.237,-18.315,  0.010,  0.060,  0.102,  -2.52,   6.63,       ,    1708,  0.271,  8.535,    1.91,    4.99,    4.33,non,        ,Simbad
map,cmd,stars,1240, ,112.324,-29.183,  0.010,  0.045,  0.090,   0.24,   2.82,       ,    1609,  0.208,  9.030,    0.49,    4.90,   12.37,dub,        ,Simbad
map,cmd,stars,1241, ,112.351,-13.972,  0.012,  0.045,  0.090,   2.01,   4.43,       ,    3778,  0.354,  7.000,    1.35,   13.77,    2.38,   ,        ,Simbad
map,cmd,stars,1242,r,112.342,-47.854,  0.015,  0.065,  0.115,  -5.62,  10.40,       ,    2290,  0.625,  9.035,    1.40,   10.84,    1.12,   ,        ,Simbad
map,cmd,stars,1243, ,112.492,-19.100,  0.010,  0.055,  0.110,  -1.60,   6.71,       ,    4152,  1.270,  6.550,    2.04,   17.36,    1.11,irc,        ,Simbad
map,cmd,stars,1244,n,112.530,-18.535,  0.010,  0.055,  0.125,  -1.04,   5.90,   43.0,    2731,  0.989,  8.235,    0.58,   11.00,    5.02,irc,        ,Simbad
map,cmd,stars,1246, ,112.519,+11.885,  0.020,  0.120,  0.210,  -0.96,  -2.99,       ,    2070,  0.375,  8.475,    1.18,   11.99,    1.69,non,        ,Simbad
map,cmd,stars,1248, ,112.650,-23.383,  0.015,  0.075,  0.140,  -1.89,   3.53,       ,    3021,  0.625,  8.780,    1.16,   13.01,    5.96,   ,        ,Simbad
map,cmd,stars,1249, ,112.662,-15.303,  0.010,  0.060,  0.125,  -7.27,   4.74,       ,    4141,  0.666,  8.700,    1.79,   17.98,    0.25,   ,        ,Simbad
map,cmd,stars,1251,r,112.770,-16.915,  0.010,  0.050,  0.085,  -2.60,  -0.10,   38.6,    1775,  0.416,  7.400,    0.98,    3.84,    3.61,   ,  -0.171,Simbad
