Name,RAB1950,DEB1950,pm,pmPA,RV,Sp,Vmag,B-V,plx,_RA,_DE
NN 4209 ,21 37 19,-16 53.4, 0.189, 96.5, -31.2,F0 p        ,  3.68, 0.32,  28.2,21 40 05,-16 39.8
NN 4210 ,21 37 40,+27 23.3, 0.350,130.0,      ,M3:         , 11.62,     ,  53.0,21 39 55,+27 36.7
NN 4211 ,21 38 41,-01 00.2, 0.262, 81.0,      ,m           , 12.57, 1.56,  52.0,21 41 16,-00 46.5
Wo 9747 ,21 38 47,+53 46.6, 0.414, 75.4,      ,M3.5        , 14.10,     ,  42.9,21 40 30,+54 00.4
Gl 836.3,21 39 02,-41 21.0, 0.353,145.6,  57.8,K5 V        ,  8.82, 1.04,  45.0,21 42 10,-41 07.5
Gl 836.4,21 39 25,-12 23.0, 0.695,173.7,      ,M1.5:       , 12.80, 1.48,  32.0,21 42 07,-12 09.9
NN 4212 ,21 39 46,+27 27.6, 0.307,259.0,      ,m           , 13.97,     ,  43.0,21 41 59,+27 41.3
Gl 836.5,21 40 22,+20 46.7, 0.677,200.0,      ,DQ6         , 13.24, 0.17,  79.6,21 42 40,+20 59.9
NN 4213 ,21 41 45,+06 24.8, 0.350,245.0,      ,dM3         , 12.07, 1.53,  53.0,21 44 13,+06 38.5
NN 4214 ,21 41 46,+16 49.7, 0.259, 90.0,      ,m           , 13.65,     ,  57.0,21 44 09,+17 03.5
NN 4215 ,21 41 45,+16 50.8, 0.259, 90.0,      ,m           , 14.81,     ,  57.0,21 44 08,+17 04.6
Gl 836.6,21 41 54,+28 31.0, 0.376,129.3,  15.8,F4 V        ,  4.78, 0.48,  43.2,21 44 08,+28 44.6
Gl 836.6,21 41 54,+28 31.0, 0.315,133.0,  23.5,G2 V        ,  6.09,     ,  43.2,21 44 08,+28 44.6
Gl 836.7,21 42 07,+14 32.6, 0.261,116.5, -17.0,G0 V        ,  5.94, 0.59,  66.1,21 44 32,+14 46.3
NN 4216 ,21 42 24,-06 00.7, 0.438,204.0,      ,M3.5        , 12.81, 1.64,  66.0,21 45 01,-05 47.2
Gl 836.8,21 42 30,+41 22.0, 0.080,320.0,   9.5,dK6         ,  9.63, 1.34,  52.3,21 44 30,+41 35.9
NN 4217 ,21 42 48,-06 07.7, 0.360,205.0,      ,M3.5        , 13.54, 1.65,  49.0,21 45 25,-05 54.1
Gl 836.9,21 43 02,-57 55.3, 0.906,174.6,  -7.0,K7 V        ,  9.47, 1.32,  52.1,21 46 35,-57 42.2
Gl 836.9,21 43 02,-57 55.3, 0.906,174.6,      ,K7 V        ,  9.60,     ,  52.1,21 46 35,-57 42.2
NN 4218 ,21 43 24,+20 33.0, 0.248, 97.0,      ,m           , 14.39, 1.68,  47.0,21 45 45,+20 46.8
GJ 1263 ,21 44 04,-00 24.0, 0.919,124.2,  39.0,M3.5        , 12.65, 1.61,  81.8,21 46 41,-00 10.5
Gl 837  ,21 44 17,-16 21.3, 0.394,138.5,  -6.3,A6 m        ,  2.87, 0.29,  68.1,21 47 02,-16 07.6
GJ 1264 ,21 44 34,-72 19.9, 0.464,132.0,      ,M2 Ve       ,  9.80, 1.46,  98.0,21 49 06,-72 06.2
Wo 9754 ,21 44 55,-40 29.0, 0.372,162.7,  -6.8,K3 V        ,  8.62, 0.97,  39.0,21 48 01,-40 15.3
NN 4219 ,21 45 00,+46 24.2, 0.295, 89.1,      ,M3.5        , 13.36,     ,  59.0,21 46 56,+46 38.1
Gl 838  ,21 45 01,-47 31.9, 0.337,150.6,  -6.5,G2 V        ,  5.58, 0.60,  71.8,21 48 16,-47 18.2
NN 4220 ,21 45 26,+05 35.7, 0.420,130.0,      ,M1.5        , 11.79, 1.43,  40.0,21 47 57,+05 49.4
NN 4221 ,21 45 37,+01 12.8, 0.232, 94.0,      ,m           , 13.87,     ,  41.0,21 48 11,+01 26.7
NN 4222 ,21 45 44,-63 21.3, 0.545, 32.8,      ,m+          , 12.50,     ,  53.0,21 49 32,-63 06.9
NN 4223 ,21 45 58,+50 00.3, 0.823, 57.6,      ,M4          , 13.00,     ,  46.0,21 47 52,+50 14.6
NN 4224 ,21 46 00,-41 46.0, 0.342,121.0,      ,M6          , 12.20, 1.59,  66.0,21 49 08,-41 32.2
NN 4225 ,21 46 02,+27 42.3, 0.708,196.2,      ,m           , 11.99, 1.62,  54.2,21 48 16,+27 55.7
Gl 838.1,21 46 40,+05 29.4, 0.550, 92.4, -10.3,K3 V        ,  8.65, 1.04,  41.0,21 49 12,+05 43.4
Gl 838.1,21 47 04,+05 25.0, 0.504, 90.7,      ,m           , 14.90, 1.75,  41.0,21 49 36,+05 39.0
Wo 9757 ,21 47 06,-11 54.9, 0.425,230.0,  37.0,K5          , 10.83, 1.41,  39.0,21 49 46,-11 41.1
NN 4226 ,21 48 25,-10 16.4, 0.054, 76.7,      ,G0          ,  7.50,     ,  60.0,21 51 05,-10 02.3
Wo 9758 ,21 48 40,+74 45.9, 0.173, 39.4,  20.7,K0          ,  8.99, 0.86,  26.0,21 49 01,+75 00.0
NN 4227 ,21 48 49,+12 36.4, 0.653, 73.1,      ,m           , 13.42, 1.50,  38.1,21 51 17,+12 50.6
Gl 838.2,21 49 05,+00 36.9, 0.348,100.6, -29.1,K1          ,  8.60, 0.83,  30.0,21 51 39,+00 50.9
NN 4228 ,21 49 23,+13 22.3, 0.224,123.0,      ,m           , 13.93,     ,  68.0,21 51 49,+13 36.3
NN 4229 ,21 49 35,-77 34.3, 0.288,129.0, -10.6,K3/4 V      ,  8.24, 1.00,  49.0,21 54 51,-77 20.3
NN 4230 ,21 49 35,-77 34.3, 0.288,129.0,      ,            , 10.50,     ,  49.0,21 54 51,-77 20.3
NN 4231 ,21 49 40,+05 23.5, 0.171,131.0,      ,dM2         , 12.11, 1.53,  64.0,21 52 11,+05 37.5
Gl 838.3,21 49 52,+42 06.8, 0.343,208.5, -25.6,G8          ,  7.86, 0.78,  36.0,21 51 53,+42 20.7
Gl 838.3,21 49 52,+42 06.8, 0.343,208.5,      ,M1          , 11.45, 1.43,  36.0,21 51 53,+42 20.7
Gl 838.4,21 49 53,+02 09.4, 0.331,178.0,      ,DA3         , 12.75, 0.01,  40.4,21 52 25,+02 23.3
NN 4232 ,21 49 55,+27 11.5, 0.806,159.4,      ,m           , 14.06,     ,  39.0,21 52 11,+27 25.0
NN 4233 ,21 50 14,+39 34.0, 0.442, 90.5, -51.7,K2          ,  8.23, 0.73,  29.0,21 52 20,+39 48.1
NN 4234 ,21 50 16,+28 33.5, 0.079,223.0,  19.0,F5 VI-V     ,  5.53, 0.42,  37.0,21 52 30,+28 47.6
Gl 838.5,21 50 34,-13 47.3, 0.311, 87.4, -21.5,F1 III      ,  5.08, 0.37,  45.7,21 53 17,-13 33.1
NN 4235 ,21 51 06,-43 50.3, 0.607, 89.2,      ,            , 15.35,     ,  41.0,21 54 16,-43 36.1
NN 4236 ,21 51 32,-01 31.2, 0.260,177.0, 113.0,DA6         , 14.41, 0.26,  51.0,21 54 07,-01 17.2
Gl 838.6,21 51 37,-47 14.1, 0.497,219.6,  59.0,M1          , 11.98, 1.56,  88.7,21 54 47,-47 00.2
Gl 839  ,21 51 55,+41 32.8, 0.533,133.4, -48.0,dM1         , 10.35, 1.36,  46.0,21 53 59,+41 46.7
Gl 840  ,21 52 32,+32 05.7, 0.310,136.2, -13.8,dK0  e      ,  7.78, 0.92,  49.0,21 54 45,+32 19.7
NN 4237 ,21 53 27,+32 48.0, 0.010,315.0,      ,            , 10.00,     ,  49.6,21 55 38,+33 02.3
NN 4238 ,21 53 27,+32 48.0, 0.010,315.0,      ,            , 10.20,     ,  49.6,21 55 38,+33 02.3
Gl 841  ,21 53 35,-51 14.4, 0.390,189.0,  -9.0,M0          , 10.40, 1.50,  68.4,21 56 51,-51 00.4
Gl 841  ,21 53 35,-51 14.4, 0.390,189.0,      ,DQ7         , 14.68, 0.16,  68.4,21 56 51,-51 00.4
NN 4239 ,21 54 16,-02 08.9, 1.426, 64.2,      ,dM5         , 14.64, 1.76,  75.0,21 56 55,-01 54.1
NN 4240 ,21 54 17,+19 32.3, 0.477,194.3,      ,M3.5        , 12.90, 1.58,  52.0,21 56 38,+19 46.2
NN 4241 ,21 54 56,+07 53.8, 0.382, 76.4,      ,M1          , 11.01, 1.50,  55.7,21 57 26,+08 08.2
NN 4242 ,21 55 56,-32 42.3, 0.536,226.8,      ,m           , 14.65,     ,  42.0,21 58 50,-32 28.2
NN 4243 ,21 55 55,-32 40.5, 0.536,226.8,      ,m           , 15.80,     ,  42.0,21 58 49,-32 26.4
Gl 842  ,21 55 56,-59 59.4, 0.886, 96.1,  13.4,M2          ,  9.75, 1.49,  77.2,21 59 34,-59 45.1
NN 4244 ,21 55 57,-61 10.3, 0.102,181.7,      ,K7          ,  9.55, 1.25,  45.0,21 59 32,-60 56.0
NN 4245 ,21 55 58,-47 00.1,      ,     ,      ,M4          , 11.80, 1.47,  42.0,21 59 08,-46 45.7
Wo 9763 ,21 56 42,-04 19.6, 0.446,175.4,      ,M2 :        , 14.17, 1.59,  42.1,21 59 18,-04 05.6
NN 4246 ,21 57 18,+41 37.4, 0.395,162.0,      ,m           , 12.76,     ,  44.0,21 59 22,+41 51.5
Gl 842.2,21 57 58,+75 20.9, 0.226, 84.0, -18.6,dM1         , 10.56, 1.45,  53.1,21 58 24,+75 35.3
NN 4247 ,21 58 56,+28 03.9, 0.394, 85.0,      ,m+          , 12.01, 1.63, 112.0,22 01 13,+28 18.4
Gl 843  ,21 59 12,-19 43.5, 0.928, 85.1,      ,M3          , 12.03, 1.59,  80.1,22 02 01,-19 28.9
Gl 844  ,21 59 24,+16 13.4, 0.430, 70.0, -14.8,M2 V        , 10.62, 1.58,  70.9,22 01 49,+16 28.0
NN 4248 ,21 59 27,-37 19.2, 0.836,105.6,      ,M3.5        , 11.80, 1.65, 100.0,22 02 29,-37 04.9
Gl 845  ,21 59 33,-56 59.6, 4.700,122.9, -40.4,K5 Ve       ,  4.69, 1.06, 288.9,22 03 22,-56 47.2
Gl 846  ,21 59 39,+01 09.7, 0.532,241.0,  18.5,M0.5 V      ,  9.18, 1.48,  98.9,22 02 10,+01 24.0
NN 4249 ,21 59 52,-50 52.8, 0.581,147.7,      ,M4          , 12.09, 1.57,  47.0,22 03 08,-50 38.7
Gl 847  ,21 59 55,-70 09.9, 0.632, 97.2,  -9.1,m           , 10.97, 1.38,  29.0,22 04 06,-69 55.4
Gl 847  ,21 59 55,-70 09.9, 0.632, 97.2,      ,m           , 13.70, 1.61,  29.0,22 04 06,-69 55.4
NN 4250 ,22 01 00,+01 21.8, 0.032,129.0,      ,            , 10.34, 0.73,  43.2,22 03 33,+01 36.3
NN 4251 ,22 02 01,+67 15.6, 0.568,121.0,      ,m           , 13.41,     ,  44.0,22 03 21,+67 29.9
NN 4252 ,22 02 34,+04 53.5, 0.488, 74.4,      ,M3          , 13.60, 1.51,  41.0,22 05 07,+05 08.2
NN 4253 ,22 02 53,-38 30.3, 0.784,131.0,      ,M3.5        , 12.45,     ,  49.0,22 05 55,-38 16.1
NN 4254 ,22 03 13,-12 08.9, 0.293,242.0,      ,K7          , 10.15, 1.45,  57.0,22 05 53,-11 54.4
NN 4255 ,22 03 28,+78 02.1, 0.265, 75.0,      ,m           , 15.87, 1.80,  40.0,22 03 31,+78 16.7
Gl 847.1,22 03 38,-45 38.0, 0.477,123.6, -23.4,K2 V        ,  8.43, 0.85,  33.0,22 06 46,-45 23.6
NN 4256 ,22 03 53,+39 03.7, 0.471,173.4,      ,m           , 12.69,     ,  44.0,22 06 01,+39 17.9
NN 4257 ,22 04 13,+03 10.7, 0.601,125.7,      ,M4          , 13.60, 1.60,  53.0,22 06 47,+03 25.1
NN 4258 ,22 04 25,+65 23.9, 0.393,308.0,      ,M1.5        , 11.62, 1.55,  48.0,22 05 46,+65 38.7
Gl 848  ,22 04 41,+25 06.0, 0.300, 84.5,  -5.5,F5 V        ,  3.76, 0.44,  79.9,22 07 01,+25 20.7
Gl 848.1,22 04 55,-51 27.7, 0.360,112.0, -38.0,K7          , 10.51, 1.21,  27.0,22 08 10,-51 13.1
Gl 848.1,22 04 34,-51 21.7, 0.360,112.0,      ,m           , 12.51, 1.51,  27.0,22 07 49,-51 07.1
Gl 848.1,22 04 33,-51 21.9, 0.360,112.0,      ,m           , 13.42, 1.49,  27.0,22 07 48,-51 07.3
Gl 848.2,22 05 05,-47 12.2, 0.197,138.2,  10.9,B5 V        ,  1.74,-0.13,  39.8,22 08 14,-46 57.6
Gl 848.4,22 06 52,-07 47.3, 0.455,169.5, -21.4,G8 IV       ,  6.55, 0.75,  53.9,22 09 30,-07 32.9
Gl 849  ,22 07 00,-04 53.2, 1.037, 91.5, -14.8,dM3.5       , 10.37, 1.51, 114.4,22 09 40,-04 38.5
Gl 849.1,22 07 13,-32 47.7, 0.431, 88.0, -14.6,F6 V        ,  4.92, 0.48,  59.0,22 10 08,-32 32.9
NN 4259 ,22 07 21,+14 14.8, 0.351, 46.0,      ,DA6         , 15.66, 0.23,  39.7,22 09 48,+14 29.8
NN 4260 ,22 07 34,+40 47.1, 0.452, 59.3,      ,k-m         , 12.57, 1.49,  44.4,22 09 42,+41 02.1
Wo 9771 ,22 07 41,+05 57.1, 0.276, 83.4,  -7.9,A2 V        ,  3.53, 0.08,  48.1,22 10 12,+06 11.9
NN 4261 ,22 07 56,+19 22.3, 0.128,135.9,  21.3,G0 V        ,  6.18, 0.69,  58.0,22 10 19,+19 37.0
NN 4262 ,22 08 37,-02 47.4, 0.408,101.0,      ,k-m         , 12.14, 1.56,  63.0,22 11 14,-02 32.7
Gl 850  ,22 09 01,+36 00.8, 0.249,173.6, -18.3,K0          ,  7.24, 0.79,  51.0,22 11 12,+36 15.4
Gl 851  ,22 09 05,+18 10.6, 0.383, 58.9, -51.4,dM2  e      , 10.22, 1.50,  82.5,22 11 30,+18 25.6
Wo 9773 ,22 10 06,+08 18.8, 0.681,172.2,      ,M3          , 12.00, 1.56,  61.0,22 12 36,+08 33.1
NN 4263 ,22 10 48,-14 59.6, 0.409,231.0,      ,M3.5        , 13.34, 1.51,  41.0,22 13 29,-14 44.9
GJ 1265 ,22 10 56,-17 55.8, 0.887,111.7,  24.0,m           , 13.57, 1.73,  95.8,22 13 42,-17 41.2
NN 4264 ,22 11 16,+25 43.3, 0.260,136.0,      ,m           , 13.62,     ,  48.0,22 13 36,+25 58.0
NN 4265 ,22 11 22,+05 01.7, 0.246,105.0,      ,dM2         , 11.79, 1.49,  41.0,22 13 54,+05 16.5
Gl 851.2,22 11 36,-41 37.2, 0.981,144.0, -18.8,G5 V        ,  6.23, 0.65,  55.0,22 14 39,-41 22.9
Wo 9775 ,22 11 46,-08 59.1, 0.608,188.9, -18.0,K2          , 11.85,     ,  51.3,22 14 24,-08 44.7
Gl 851.3,22 11 56,-16 03.7, 0.354,180.7,  11.9,G8 V        ,  6.54, 0.90,  83.0,22 14 38,-15 49.1
Gl 851.4,22 12 13,+56 52.3, 0.120, 70.0,  -0.6,K0          ,  9.83, 0.72,  48.0,22 14 01,+57 07.2
Gl 851.5,22 12 14,+27 35.9, 0.569,333.4,  17.0,dM0.5       , 10.35, 1.46,  46.0,22 14 31,+27 51.2
NN 4266 ,22 13 12,+56 47.9, 0.443, 83.0,  -1.4,F0 IV       ,  4.19, 0.28,  41.4,22 15 03,+57 02.9
NN 4267 ,22 13 59,+65 58.3, 0.229,  1.0,      ,m           , 12.90,     ,  60.0,22 15 26,+66 13.5
NN 4268 ,22 14 01,+54 25.3, 0.221, 67.1,  -7.0,K1 V        ,  7.51, 0.81,  47.0,22 15 54,+54 40.3
NN 4269 ,22 14 10,+54 24.9, 0.222, 76.0,      ,m           , 14.00,     ,  47.0,22 16 04,+54 39.9
NN 4270 ,22 14 31,-48 54.0, 0.230,116.9,      ,K3 V        ,  8.42,     ,  32.1,22 17 39,-48 39.1
Gl 852  ,22 14 42,-09 03.0, 0.537,239.1,  54.0,dM4.5e      , 13.40, 1.70,  98.1,22 17 19,-08 48.2
Gl 852  ,22 14 42,-09 03.0, 0.537,239.1,      ,dM5  e      , 14.40, 1.90,  98.1,22 17 19,-08 48.2
Gl 852.1,22 14 53,+15 06.6, 0.226,105.0,      ,m           , 13.55, 1.54,  51.9,22 17 20,+15 21.6
NN 4271 ,22 14 58,-36 25.9, 0.554,167.6,      ,            , 14.20,     ,  43.0,22 17 54,-36 11.3
Gl 853  ,22 15 00,-53 52.1, 0.778,145.9, -13.5,G1 V        ,  5.39, 0.60,  82.4,22 18 16,-53 37.6
Gl 853  ,22 15 00,-53 52.1, 0.778,145.9,      ,            ,  9.90,     ,  82.4,22 18 16,-53 37.6
GJ 1266 ,22 15 04,+70 41.5, 0.929, 92.9,      ,k           , 12.12, 1.47,  44.5,22 16 23,+70 56.5
Gl 854  ,22 15 08,+68 05.4, 0.372, 88.6,  -3.8,dK6         ,  9.23, 1.15,  47.7,22 16 32,+68 20.4
NN 4272 ,22 16 31,-28 38.2, 0.896,106.1,      ,m           , 14.80,     ,  45.0,22 19 24,-28 23.3
NN 4273 ,22 18 00,-65 46.0, 0.236,339.0,      ,M5          , 11.98, 1.56,  53.0,22 21 36,-65 30.7
Wo 9779 ,22 19 04,-01 38.4, 0.130, 84.9, -25.6,A0 V        ,  3.84,-0.05,  44.3,22 21 39,-01 23.2
GJ 1267 ,22 19 04,-54 49.0, 0.293,322.6,      ,M0 V        ,  9.06, 1.35,  75.0,22 22 16,-54 33.6
Gl 855  ,22 20 13,-57 28.1, 0.694,116.7, -20.0,M3          , 10.74, 1.50,  56.8,22 23 34,-57 13.2
Gl 855.1,22 20 22,-72 30.0, 1.477,117.6,  25.2,G0 V J      ,  5.98, 0.65,  70.0,22 24 37,-72 15.3
Gl 855.1,22 20 22,-72 30.0, 1.477,117.6,      ,            ,  6.10,     ,  70.0,22 24 37,-72 15.3
NN 4274 ,22 20 23,-17 51.0, 0.778,158.3,      ,M4          , 13.25, 1.84, 134.1,22 23 07,-17 36.4
NN 4275 ,22 20 30,+27 46.7, 0.376, 96.0,      ,m           , 14.06,     ,  46.0,22 22 50,+28 01.9
Gl 856  ,22 21 12,+32 12.5, 0.327,133.0,      ,dM0  eJ     , 11.41, 1.57,  91.0,22 23 29,+32 27.5
Gl 856  ,22 21 12,+32 12.5, 0.327,133.0,      ,            , 11.60,     ,  91.0,22 23 29,+32 27.5
Gl 857  ,22 21 38,-58 02.8, 0.365,158.3,   7.8,G4 V        ,  5.32, 0.67,  56.2,22 24 56,-57 47.8
Wo 9780 ,22 21 59,-48 06.8, 0.782,143.3,      ,M3.5        , 12.51,     ,  84.0,22 25 05,-47 52.1
Gl 857.1,22 22 24,+22 17.9, 0.200,244.3,  -6.3,dK7  e      ,  8.86, 1.19,  47.6,22 24 46,+22 33.1
Gl 857.1,22 22 24,+22 17.9, 0.200,244.3,  -2.5,            , 12.40,     ,  47.6,22 24 46,+22 33.1
GJ 1268 ,22 22 56,+51 44.8, 0.495, 31.4,      ,m+          , 14.94, 1.81,  63.0,22 24 57,+52 00.4
NN 4276 ,22 23 28,+59 09.8, 0.340,157.0,      ,m           , 12.91,     ,  67.0,22 25 17,+59 24.8
NN 4277 ,22 23 43,+02 45.3, 0.663,228.4,      ,dM          , 13.68, 1.59,  39.1,22 26 14,+03 00.2
NN 4278 ,22 23 43,+02 45.1, 0.663,228.4,      ,m           , 17.70,     ,  39.1,22 26 14,+03 00.0
Gl 859  ,22 23 52,-16 59.8, 0.222, 90.0,  -0.3,G3 V        ,  6.21, 0.62,  60.8,22 26 35,-16 44.5
Gl 859  ,22 23 51,-16 59.8, 0.261, 92.2,   2.0,G3 V        ,  6.40,     ,  60.8,22 26 34,-16 44.5
Wo 9782 ,22 24 05,+04 08.3, 0.309, 79.0, -17.8,F7 V        ,  5.75, 0.52,  41.1,22 26 38,+04 23.6
Wo 9782 ,22 24 05,+04 08.3, 0.309, 79.0,      ,K4:         , 11.70,     ,  41.1,22 26 38,+04 23.6
NN 4279 ,22 24 32,+06 34.3, 0.218, 92.0,      ,dM3   :     , 13.22, 1.66,  72.0,22 27 03,+06 49.6
NN 4280 ,22 24 52,+63 37.3, 0.288, 44.0,      ,K7          ,  9.51, 1.18,  40.0,22 26 33,+63 52.8
GJ 1269 ,22 25 39,+11 59.6, 0.200, 92.0,   3.8,K0 V        ,  7.15, 0.90,  62.0,22 28 08,+12 14.9
GJ 1269 ,22 25 39,+11 59.6, 0.200, 92.0,      ,            , 10.10,     ,  62.0,22 28 08,+12 14.9
Gl 860  ,22 26 13,+57 26.8, 0.943,245.4, -33.3,M2 V        ,  9.85, 1.62, 251.9,22 28 00,+57 41.8
Gl 860  ,22 26 13,+57 26.8, 0.943,245.4, -31.7,M6 V        , 11.30, 1.80, 251.9,22 28 00,+57 41.8
NN 4281 ,22 26 15,-13 39.8, 1.083,196.5, -21.0,M6.5        , 17.14, 2.16,  91.9,22 28 54,-13 25.3
Wo 9784 ,22 26 21,+18 40.6, 0.210,127.0,      ,dM0         , 10.75, 1.48,  46.0,22 28 46,+18 55.9
Gl 862  ,22 26 25,-30 15.8, 0.843,164.7,   7.4,K5 V        ,  7.65, 1.10,  75.2,22 29 15,-30 01.1
GJ 1270 ,22 27 32,+41 13.1, 1.293, 68.5,      ,m           , 13.25, 1.65,  72.3,22 29 48,+41 28.9
Gl 862.1,22 28 41,-06 48.6, 0.200,121.0,  -9.6,F7 V        ,  6.14, 0.56,  45.0,22 31 18,-06 33.3
Gl 863  ,22 30 31,+09 07.1, 0.547, 74.5,  -6.5,M0          , 10.37, 1.51,  66.0,22 33 02,+09 22.7
Wo 9787 ,22 30 38,-35 42.1, 0.355,111.2, -51.3,G8 V        ,  7.79, 0.72,  43.8,22 33 31,-35 26.7
NN 4282 ,22 30 44,-09 52.3,      ,     ,      ,M3          , 12.41, 1.57,  59.0,22 33 22,-09 36.8
Gl 863.1,22 30 50,+53 32.1, 1.318, 86.1,  -2.0,dM1   J     , 10.84, 1.36,  45.8,22 32 57,+53 47.7
Gl 863.1,22 30 50,+53 32.1, 1.318, 86.1,      ,            , 10.84,     ,  45.8,22 32 57,+53 47.7
Gl 863.2,22 31 58,-20 57.9, 0.263,122.6,  -4.2,F3 V        ,  5.20, 0.44,  44.0,22 34 42,-20 42.5
NN 4283 ,22 32 14,+03 47.0, 0.195,325.0,      ,dM4  :      , 12.68,     ,  45.0,22 34 46,+04 02.7
NN 4284 ,22 32 17,-01 20.8, 1.135, 78.3,      ,dM4         , 14.83, 1.70,  42.8,22 34 55,-01 05.1
Gl 863.3,22 32 57,-54 52.0, 0.465,124.0,  66.9,G5 V        ,  7.58, 0.66,  32.0,22 36 07,-54 36.7
Gl 864  ,22 33 35,-01 05.6, 0.607,175.0,  10.9,dM1         , 10.01, 1.44,  65.8,22 36 09,-00 50.5
NN 4285 ,22 34 27,-66 04.6, 0.711,119.5,      ,m           , 11.45,     , 147.0,22 37 59,-65 49.3
NN 4286 ,22 34 34,-00 53.2, 0.140, 96.0,      ,            , 10.50,     ,  47.3,22 37 09,-00 37.6
Gl 865  ,22 34 57,-65 38.2, 0.853,101.4, -26.0,k-m         , 11.48, 1.61,  89.9,22 38 30,-65 22.7
Wo 9791 ,22 34 59,-65 38.5,      ,     ,      ,            , 14.00,     ,  43.6,22 38 25,-65 22.9
NN 4287 ,22 35 16,+39 07.6, 0.329,184.9,      ,M2          ,  9.41,     ,  71.0,22 37 30,+39 22.9
NN 4288 ,22 35 36,-29 36.4, 0.260,183.0,      ,m           , 10.92,     ,  71.0,22 38 23,-29 21.0
NN 4289 ,22 35 37,-29 36.5, 0.260,183.0,      ,m           , 12.64,     ,  71.0,22 38 24,-29 21.1
Gl 866  ,22 35 45,-15 35.6, 3.254, 46.6, -60.0,M5  e       , 12.66, 1.98, 294.3,22 38 33,-15 18.1
Gl 867  ,22 36 01,-20 52.8, 0.459, 97.0,  -8.7,dM2  e      ,  9.10, 1.51, 115.4,22 38 45,-20 37.2
Gl 867  ,22 36 01,-20 52.8, 0.459, 97.0,      ,dM4  e      , 11.45, 1.60, 115.4,22 38 45,-20 37.2
Gl 867.1,22 36 55,-12 52.4, 0.281,122.7, -12.7,G8/K0 V J   ,  8.51, 0.78,  27.0,22 39 35,-12 36.9
Gl 867.1,22 36 55,-12 52.4, 0.281,122.7, -13.8,dG9  e      ,  8.60,     ,  27.0,22 39 35,-12 36.9
Gl 867.1,22 37 02,-12 50.9, 0.270,126.0,      ,k-m         , 14.65, 1.61,  27.0,22 39 42,-12 35.4
Gl 868  ,22 37 55,-29 56.1, 0.401, 94.3,   1.0,K5 Ve       ,  7.82, 1.13,  69.1,22 40 44,-29 40.4
Gl 869  ,22 38 06,-32 15.1, 0.356, 87.3, -21.0,G8 V        ,  7.39, 0.80,  43.0,22 40 56,-31 59.4
NN 4290 ,22 38 28,+44 20.2, 0.474, 94.2,      ,m           , 13.20,     ,  50.0,22 40 41,+44 35.9
Wo 9793 ,22 39 08,+18 33.7, 0.273, 72.6,      ,M0          , 10.75, 1.42,  40.0,22 41 35,+18 49.5
Gl 871  ,22 39 39,-47 28.1, 0.334,175.1,  17.3,G1 V        ,  6.00, 0.57,  49.0,22 42 37,-47 12.7
Gl 871  ,22 39 39,-47 28.1, 0.334,175.1,      ,M1          , 11.10, 1.41,  49.0,22 42 37,-47 12.7
GJ 1271 ,22 40 08,+17 24.0, 1.240, 63.9,      ,M3          , 11.78, 1.56,  52.6,22 42 39,+17 40.2
NN 4291 ,22 40 46,-06 39.6, 0.326,205.7, -18.0,K0          ,  8.12, 0.97,  49.0,22 43 22,-06 24.1
NN 4292 ,22 40 57,+21 52.6, 0.409, 92.7,      ,m           , 15.00,     ,  63.0,22 43 23,+22 08.3
GJ 1272 ,22 42 58,+10 55.9, 0.163,175.3,  -0.6,dK6         ,  9.98, 1.13,  29.0,22 45 28,+11 11.6
GJ 1272 ,22 42 58,+10 55.9, 0.163,175.3,  -0.6,            , 12.00,     ,  29.0,22 45 28,+11 11.6
NN 4293 ,22 43 18,-63 34.0, 0.222,115.0,      ,M3          , 11.40, 1.46,  41.0,22 46 36,-63 18.3
NN 4294 ,22 43 47,-06 54.8, 0.865,128.0,      ,m           , 15.98, 1.83,  53.7,22 46 26,-06 39.4
NN 4295 ,22 44 07,+23 18.1, 0.058, 94.8,  -4.3,G8 IIIa CN  ,  3.96, 1.07,  40.9,22 46 32,+23 33.9
Gl 871.2,22 44 11,+49 56.8, 0.239, 90.5, -50.8,K0          ,  7.86, 0.80,  39.0,22 46 20,+50 12.6
Gl 872  ,22 44 12,+11 55.0, 0.538,155.0,  -6.0,F6 IV-V     ,  4.19, 0.50,  50.0,22 46 42,+12 10.4
Gl 872  ,22 44 12,+11 55.0, 0.538,155.0,  -7.2,M1          , 11.70,     ,  50.0,22 46 42,+12 10.4
Gl 873  ,22 44 40,+44 04.6, 0.901,238.7,  -0.5,dM4.5e      , 10.26, 1.61, 197.0,22 46 50,+44 20.0
NN 4296 ,22 45 19,+44 17.4, 0.095,222.6,   2.2,F8          ,  9.60,     ,  56.0,22 47 32,+44 33.2
Gl 874  ,22 45 25,-37 03.0, 0.807,109.4,      ,M3          , 11.92, 1.48,  51.3,22 48 18,-36 47.4
NN 4297 ,22 45 32,+31 36.2, 0.500, 69.0,      ,m           , 12.91,     ,  47.0,22 47 55,+31 52.2
Wo 9796 ,22 45 33,-51 34.8, 0.129,121.1,  -3.0,A2 V        ,  3.48, 0.08,  42.9,22 48 34,-51 19.0
GJ 1273 ,22 46 39,+22 20.5, 0.506, 86.2,  94.0,DA5         , 14.36, 0.19,  52.6,22 49 06,+22 36.4
